Intake #,Full Addr,Damage,Notes,Reviewer,interactive map,http://calfire-forestry.maps.arcgis.com/apps/webappviewer/index.html?id=5306cc8cf38c4252830a38d467d33728&extent=-13547810.5486%2C4824920.1673%2C-13518764.4778%2C4841526.1117%2C102100,Street,City,State,Zipcode,temp,Intake #
2625,6799 SKWY #8 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6799 SKWY #8,PARADISE,,95969,6799 SKWY #8 PARADISE,2625
2626,13800 W PARK DR MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,13800 W PARK DR,MAGALIA,,95954,13800 W PARK DR MAGALIA,2626
2627,5290 BENNETT RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5290 BENNETT RD,PARADISE,,95969,5290 BENNETT RD PARADISE,2627
2628,14591 HOLMWOOD DR MAGALIA CA 95954,,no data/assessment yet,CC Hwang,,,14591 HOLMWOOD DR,MAGALIA,,95954,14591 HOLMWOOD DR MAGALIA,2628
2629,6262 POSEY LN #B PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6262 POSEY LN #B,PARADISE,,95969,6262 POSEY LN #B PARADISE,2629
2630,6656 PENTZ RD #70 PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,6656 PENTZ RD #70,PARADISE,,95969,6656 PENTZ RD #70 PARADISE,2630
2631,14814 GOLDCONE DR MAGALIA CA 95954,No Visible Damage,,CC Hwang,,,14814 GOLDCONE DR,MAGALIA,,95954,14814 GOLDCONE DR MAGALIA,2631
2632,6262 COLUMBINE RD MAGALIA CA 95954,,no data/assessment yet,CC Hwang,,,6262 COLUMBINE RD,MAGALIA,,95954,6262 COLUMBINE RD MAGALIA,2632
2633,711 MEYERS LN PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,711 MEYERS LN,PARADISE,,95969,711 MEYERS LN PARADISE,2633
2634,1243 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,1243 WAGSTAFF RD,PARADISE,,95969,1243 WAGSTAFF RD PARADISE,2634
2635,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,14226 ELMIRA CIR,MAGALIA,,95954,14226 ELMIRA CIR MAGALIA,2635
2636,14814 GOLDCONE DR #A MAGALIA CA 95954,,suspicious duplicate of #2631,CC Hwang,,,14814 GOLDCONE DR #A,MAGALIA,,95954,14814 GOLDCONE DR #A MAGALIA,2636
2637,1352 MANHATTAN DR PARADISE CA 935969,Destroyed (>50%),,CC Hwang,,,1352 MANHATTAN DR PARADISE,,,35969,1352 MANHATTAN DR PARADISE ,2637
2638,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),,CC Hwang,,,14000 STETSON CT,MAGALIA,,95954,14000 STETSON CT MAGALIA,2638
2639,6816 LEONE WAY PARADISE CA 95969,Destroyed (>50%),Addr#2037,,,,6816 LEONE WAY,PARADISE,,95969,6816 LEONE WAY PARADISE,2639
2640,5270 BEVERLY GLENN AVE PARADISE CA 95969,Destroyed (>50%),,CC Hwang,,,5270 BEVERLY GLENN AVE,PARADISE,,95969,5270 BEVERLY GLENN AVE PARADISE,2640
2641,6378 MURRAY LN PARADISE CA 95969,,,,,,6378 MURRAY LN,PARADISE,,95969,6378 MURRAY LN PARADISE,2641
2642,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Addr#2638,,,,14000 STETSON CT,MAGALIA,,95954,14000 STETSON CT MAGALIA,2642
2643,5025 CIRCLE LN PARADISE CA 95969,Destroyed (>50%),Addr#552,,,,5025 CIRCLE LN,PARADISE,,95969,5025 CIRCLE LN PARADISE,2643
2644,14274 SKWY MAGALIA CA 95954,Destroyed (>50%),,,,,14274 SKWY,MAGALIA,,95954,14274 SKWY MAGALIA,2644
2645,"797 COLLEGE HILL RD PARADISE, CA CA 95928",Destroyed (>50%),,EY,,,"797 COLLEGE HILL RD PARADISE,",CA,,95928,"797 COLLEGE HILL RD PARADISE, CA",2645
2646,86 BLUEJAY LN PARADISE CA 95969,Destroyed (>50%),,EY,,,86 BLUEJAY LN,PARADISE,,95969,86 BLUEJAY LN PARADISE,2646
2647,13866 TULSA CT MAGALIA CA 95954,Destroyed (>50%),,EY,,,13866 TULSA CT,MAGALIA,,95954,13866 TULSA CT MAGALIA,2647
2648,13571 SOUTH PARK DR MAGALIA CA 95954,Destroyed (>50%),,EY,,,13571 SOUTH PARK DR,MAGALIA,,95954,13571 SOUTH PARK DR MAGALIA,2648
2649,2920 CLARK RD #K6  OROVILLE CA 95965,No Visible Damage,,EY,,,2920 CLARK RD #K6 ,OROVILLE,,95965,2920 CLARK RD #K6  OROVILLE,2649
2650,14000 STETSON CT MAGALIA CA 95954,Destroyed (>50%),Addr#2638,,,,14000 STETSON CT,MAGALIA,,95954,14000 STETSON CT MAGALIA,2650
2651,711 MEYERS LN PARADISE CA 95969,Destroyed (>50%),Addr#2633,,,,711 MEYERS LN,PARADISE,,95969,711 MEYERS LN PARADISE,2651
2652,6950 Ridge way Magalia CA 95954,No Visible Damage,,EY,,,6950 Ridge way,Magalia,,95954,6950 Ridge way Magalia,2652
2653,6816 LEONE WAY PARADISE CA 95969,Destroyed (>50%),Addr#2037,,,,6816 LEONE WAY,PARADISE,,95969,6816 LEONE WAY PARADISE,2653
2654,1760 SILVERTHORNE LN PARADISE CA 95969,Destroyed (>50%),,EY,,,1760 SILVERTHORNE LN,PARADISE,,95969,1760 SILVERTHORNE LN PARADISE,2654
2655,6920 CLARK RD #13 PARADISE CA 95969,Destroyed (>50%),,EY,,,6920 CLARK RD #13,PARADISE,,95969,6920 CLARK RD #13 PARADISE,2655
2656,5525 PENTZ RD PARADISE CA 95969,Destroyed (>50%),,EY,,,5525 PENTZ RD,PARADISE,,95969,5525 PENTZ RD PARADISE,2656
2657,771 BUSCHMANN RD PARADISE CA 95967,Destroyed (>50%),,EY,,,771 BUSCHMANN RD,PARADISE,,95967,771 BUSCHMANN RD PARADISE,2657
2658,1466 TOBIE LN PARADISE CA 95969,No Visible Damage,,EY,,,1466 TOBIE LN,PARADISE,,95969,1466 TOBIE LN PARADISE,2658
2659,124 TUSCAN DR PARADISE CA 95969,No Visible Damage,,EY,,,124 TUSCAN DR,PARADISE,,95969,124 TUSCAN DR PARADISE,2659
2660,6276 SKWY #A PARADISE CA 95969,No Visible Damage,,EY,,,6276 SKWY #A,PARADISE,,95969,6276 SKWY #A PARADISE,2660
2661,6488 BOULDER DR MAGALIA CA 95954,,no data/assessment yet,EY,,,6488 BOULDER DR,MAGALIA,,95954,6488 BOULDER DR MAGALIA,2661
2662,5691 SKWY PARADISE CA 95969,Destroyed (>50%),,EY,,,5691 SKWY,PARADISE,,95969,5691 SKWY PARADISE,2662
2663,13546 Andover Dr Magalia CA 95954,Destroyed (>50%),,EY,,,13546 Andover Dr,Magalia,,95954,13546 Andover Dr Magalia,2663
2664,3780 HONEY RUN RD PARADISE CA 95969,Destroyed (>50%),,EY,,,3780 HONEY RUN RD,PARADISE,,95969,3780 HONEY RUN RD PARADISE,2664
2665,3258 DRY CREEK RD OROVILLE CA 95965,Destroyed (>50%),,EY,,,3258 DRY CREEK RD,OROVILLE,,95965,3258 DRY CREEK RD OROVILLE,2665
2666,5566 LOGAN DR PARADISE CA 95969,Destroyed (>50%),,EY,,,5566 LOGAN DR,PARADISE,,95969,5566 LOGAN DR PARADISE,2666
2667,383 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),,EY,,,383 VALLEY VIEW DR,PARADISE,,95969,383 VALLEY VIEW DR PARADISE,2667
2668,383 VALLEY VIEW DR PARADISE CA 95969,Destroyed (>50%),Addr#2667,,,,383 VALLEY VIEW DR,PARADISE,,95969,383 VALLEY VIEW DR PARADISE,2668
2669,6150 PENTZ RD PARADISE CA 95969,Affected (1-9%),,EY,,,6150 PENTZ RD,PARADISE,,95969,6150 PENTZ RD PARADISE,2669
2670,5802 NIELSEN DR PARADISE CA 95969,Destroyed (>50%),,EY,,,5802 NIELSEN DR,PARADISE,,95969,5802 NIELSEN DR PARADISE,2670
2671,5566 SAWMILL RD PARADISE CA 95969,Affected (1-9%),,EY,,,5566 SAWMILL RD,PARADISE,,95969,5566 SAWMILL RD PARADISE,2671
2672,6128 CLARK RD #1 PARADISE CA 95969,Destroyed (>50%),Addr#1273,,,,6128 CLARK RD #1,PARADISE,,95969,6128 CLARK RD #1 PARADISE,2672
2673,17199 MANZANITA ST PARADISE/MAGALIA/STIRLING CITY CA 95978,,no data/assessment yet,EY,,,17199 MANZANITA ST PARADISE/MAGALIA/STIRLING,CITY,,95978,17199 MANZANITA ST PARADISE/MAGALIA/STIRLING CITY,2673
2674,1045 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),Addr#1461,,,,1045 HONEY RUN RD,CHICO,,95928,1045 HONEY RUN RD CHICO,2674
2675,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Addr#2635,,,,14226 ELMIRA CIR,MAGALIA,,95954,14226 ELMIRA CIR MAGALIA,2675
2676,13665 FRITZ CT MAGALIA CA 95954,Destroyed (>50%),,EY,,,13665 FRITZ CT,MAGALIA,,95954,13665 FRITZ CT MAGALIA,2676
2677,14226 ELMIRA CIR MAGALIA CA 95954,Destroyed (>50%),Addr#2635,,,,14226 ELMIRA CIR,MAGALIA,,95954,14226 ELMIRA CIR MAGALIA,2677
2678,5863 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,EY,,,5863 FOSTER RD,PARADISE,,95969,5863 FOSTER RD PARADISE,2678
2679,9289 Skwy #44 Paradise CA,Destroyed (>50%),,EY,,,9289 Skwy #44,Pa,,se CA,9289 Skwy #44 Pa,2679
2680,8697 SKWY PARADISE CA 95969,Destroyed (>50%),,EY,,,8697 SKWY,PARADISE,,95969,8697 SKWY PARADISE,2680
2681,72 PEARSON RD #C PARADISE CA 95969,Destroyed (>50%),,Zoe ,,,72 PEARSON RD #C,PARADISE,,95969,72 PEARSON RD #C PARADISE,2681
2682,6409 PARKWOOD WAY PARADISE CA 95969,Destroyed (>50%),,Zoe ,,,6409 PARKWOOD WAY,PARADISE,,95969,6409 PARKWOOD WAY PARADISE,2682
2683,5224 SQUIRE LN PARADISE CA 95969,Destroyed (>50%),,Zoe ,,,5224 SQUIRE LN,PARADISE,,95969,5224 SQUIRE LN PARADISE,2683
2684,6597 ELMWOOD DR MAGALIA CA 95954,,no data/assessment yet,Zoe ,,,6597 ELMWOOD DR,MAGALIA,,95954,6597 ELMWOOD DR MAGALIA,2684
2685,5915 MCCLAIN LN PARADISE CA 95969,Destroyed (>50%),,Zoe ,,,5915 MCCLAIN LN,PARADISE,,95969,5915 MCCLAIN LN PARADISE,2685
2686,6229 Pueblo dr Magalia CA 95954,Destroyed (>50%),,Zoe ,,,6229 Pueblo dr,Magalia,,95954,6229 Pueblo dr Magalia,2686
2687,13759 HELLER CT MAGALIA CA 95954,Destroyed (>50%),,Zoe ,,,13759 HELLER CT,MAGALIA,,95954,13759 HELLER CT MAGALIA,2687
2688,1407 BILLE RD PARADISE CA 95969,Destroyed (>50%),,Zoe ,,,1407 BILLE RD,PARADISE,,95969,1407 BILLE RD PARADISE,2688
2689,3720 DEADWOOD RD OROVILLE CA 95965,Destroyed (>50%),,Zoe ,,,3720 DEADWOOD RD,OROVILLE,,95965,3720 DEADWOOD RD OROVILLE,2689
2690,5871 COPELAND RD #A PARADISE CA 95969,Destroyed (>50%),Addr#701,,,,5871 COPELAND RD #A,PARADISE,,95969,5871 COPELAND RD #A PARADISE,2690
2691,617 CAST DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,617 CAST DR,PARADISE,,95969,617 CAST DR PARADISE,2691
2692,1492 BILLE RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1492 BILLE RD,PARADISE,,95969,1492 BILLE RD PARADISE,2692
2693,664 EDWARDS LN PARSDISE CA 95969,Destroyed (>50%),,Zoe,,,664 EDWARDS LN,PARSDISE,,95969,664 EDWARDS LN PARSDISE,2693
2694,14829 GLENWOOD DR MAGALIA CA 95954,,Addr#1967,,,,14829 GLENWOOD DR,MAGALIA,,95954,14829 GLENWOOD DR MAGALIA,2694
2695,5769 Copeland Dr Paradise CA 95969,Destroyed (>50%),,Zoe,,,5769 Copeland Dr,Paradise,,95969,5769 Copeland Dr Paradise,2695
2696,3975 SKYVIEW DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,3975 SKYVIEW DR,PARADISE,,95969,3975 SKYVIEW DR PARADISE,2696
2697,6289 PONDEROSA WAY #6289 ponderosa way magalia ca 95954 MAGALIA CA 95954,No Visible Damage,,Zoe,,,6289 PONDEROSA WAY #6289 ponderosa way magalia ca 95954,MAGALIA,,95954,6289 PONDEROSA WAY #6289 ponderosa way magalia ca 95954 MAGALIA,2697
2698,6470 Altus ct MAGALIA CA 95954,Destroyed (>50%),,Zoe,,,6470 Altus ct,MAGALIA,,95954,6470 Altus ct MAGALIA,2698
2699,1340 Bille rd #6 Paradise CA 95969,Destroyed (>50%),,Zoe,,,1340 Bille rd #6,Paradise,,95969,1340 Bille rd #6 Paradise,2699
2700,13609 PAWN CT MAGALIA CA 95954,Destroyed (>50%),,Zoe,,,13609 PAWN CT,MAGALIA,,95954,13609 PAWN CT MAGALIA,2700
2701,6920 Clark Rd #23 Paradise CA 95969,No Visible Damage,Not clear in both maps,Richard Tsai,,,6920 Clark Rd #23,Paradise,,95969,6920 Clark Rd #23 Paradise,2701
2702,1027 WAGSTAFF RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,1027 WAGSTAFF RD,PARADISE,,95969,1027 WAGSTAFF RD PARADISE,2702
2703,13899 S PARK DR MAGALIA CA 95954,Destroyed (>50%),,Richard Tsai,,,13899 S PARK DR,MAGALIA,,95954,13899 S PARK DR MAGALIA,2703
2704,3597 HOFFMAN RD OROVILLE CA 95965,Destroyed (>50%),,Richard Tsai,,,3597 HOFFMAN RD,OROVILLE,,95965,3597 HOFFMAN RD OROVILLE,2704
2705,5635 GLEN DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5635 GLEN DR,PARADISE,,95969,5635 GLEN DR PARADISE,2705
2706,6155 ALAMO WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,6155 ALAMO WAY,PARADISE,,95969,6155 ALAMO WAY PARADISE,2706
2707,1561 Kay ct #A Paradise CA 95969,Destroyed (>50%),,Richard Tsai,,,1561 Kay ct #A,Paradise,,95969,1561 Kay ct #A Paradise,2707
2708,100 ROE RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,100 ROE RD,PARADISE,,95969,100 ROE RD PARADISE,2708
2709,5969 HAZEL WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5969 HAZEL WAY,PARADISE,,95969,5969 HAZEL WAY PARADISE,2709
2710,5505 GARDEN VIEW LN PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,5505 GARDEN VIEW LN,PARADISE,,95969,5505 GARDEN VIEW LN PARADISE,2710
2711,3530 NEAL RD PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,3530 NEAL RD,PARADISE,,95969,3530 NEAL RD PARADISE,2711
2712,8264 JUNE WAY PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,8264 JUNE WAY,PARADISE,,95969,8264 JUNE WAY PARADISE,2712
2713,471 CASTLE DR PARADISE CA 95969,Destroyed (>50%),,Richard Tsai,,,471 CASTLE DR,PARADISE,,95969,471 CASTLE DR PARADISE,2713
2714,13770 SURCEASE MINE RD OROVILL CA 95965,,No info,Richard Tsai,,,13770 SURCEASE MINE RD,OROVILL,,95965,13770 SURCEASE MINE RD OROVILL,2714
2715,6726 BELLEVIEW DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,6726 BELLEVIEW DR,PARADISE,,95969,6726 BELLEVIEW DR PARADISE,2715
2716,5810 FICKETT LN PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5810 FICKETT LN,PARADISE,,95969,5810 FICKETT LN PARADISE,2716
2717,15116 JACK PINE WAY MAGALIA CA 95954,,No data,Zoe,,,15116 JACK PINE WAY,MAGALIA,,95954,15116 JACK PINE WAY MAGALIA,2717
2718,4333 PENTZ RD #3A PARADISE CA 95969,Destroyed (>50%),,Zoe,,,4333 PENTZ RD #3A,PARADISE,,95969,4333 PENTZ RD #3A PARADISE,2718
2719,5061 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5061 FOSTER RD,PARADISE,,95969,5061 FOSTER RD PARADISE,2719
2720,5294 BENNETT RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5294 BENNETT RD,PARADISE,,95969,5294 BENNETT RD PARADISE,2720
2721,8621 SKWY RD #A PARADISE CA 95969,Destroyed (>50%),,Zoe,,,8621 SKWY RD #A,PARADISE,,95969,8621 SKWY RD #A PARADISE,2721
2722,5820 CRESTVIEW DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5820 CRESTVIEW DR,PARADISE,,95969,5820 CRESTVIEW DR PARADISE,2722
2723,269 TRANQUIL DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,269 TRANQUIL DR,PARADISE,,95969,269 TRANQUIL DR PARADISE,2723
2724,3177 GOA WAY PARADISE CA 95969,Destroyed (>50%),,Zoe,,,3177 GOA WAY,PARADISE,,95969,3177 GOA WAY PARADISE,2724
2725,1340 BILLE RD #64 PARADISE CA 95969,Destroyed (>50%),Addr#335,,,,1340 BILLE RD #64,PARADISE,,95969,1340 BILLE RD #64 PARADISE,2725
2726,6170 BERKSHIRE WAY PARADISE CA 95969,Destroyed (>50%),,Zoe,,,6170 BERKSHIRE WAY,PARADISE,,95969,6170 BERKSHIRE WAY PARADISE,2726
2727,5727 ROUNDTREE DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5727 ROUNDTREE DR,PARADISE,,95969,5727 ROUNDTREE DR PARADISE,2727
2728,11262 oroville RD OROVILLE CA 95965,,No data,Zoe,,,11262 oroville RD,OROVILLE,,95965,11262 oroville RD OROVILLE,2728
2729,6390 SKWY PARADISE CA 95969,No Visible Damage,,Zoe,,,6390 SKWY,PARADISE,,95969,6390 SKWY PARADISE,2729
2730,1373 BILLE RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1373 BILLE RD,PARADISE,,95969,1373 BILLE RD PARADISE,2730
2731,3177 GOA WAY PARADISE CA 95969,Destroyed (>50%),Addr#2724,,,,3177 GOA WAY,PARADISE,,95969,3177 GOA WAY PARADISE,2731
2732,3177 GOA WAY PARADISE CA 95969,Destroyed (>50%),Addr#2724,,,,3177 GOA WAY,PARADISE,,95969,3177 GOA WAY PARADISE,2732
2733,5792 CLARK RD PARADISE CA 95969,No Visible Damage,,Zoe,,,5792 CLARK RD,PARADISE,,95969,5792 CLARK RD PARADISE,2733
2734,5734 KIBLER RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5734 KIBLER RD,PARADISE,,95969,5734 KIBLER RD PARADISE,2734
2735,15 WILD GOOSE RIM RD Oroville ca 95965-8032,No Visible Damage,,Zoe,,,15 WILD GOOSE RIM RD Oroville ca,9,,-8032,15 WILD GOOSE RIM RD Oroville ca 9,2735
2736,5748 PEARL DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5748 PEARL DR,PARADISE,,95969,5748 PEARL DR PARADISE,2736
2737,13770 SURCEASE MINE RD OROVILL CA 95965,,Addr#2714,,,,13770 SURCEASE MINE RD,OROVILL,,95965,13770 SURCEASE MINE RD OROVILL,2737
2738,5811 YORKSHIRE DR PARADISE CA 95969,No Visible Damage,,Zoe,,,5811 YORKSHIRE DR,PARADISE,,95969,5811 YORKSHIRE DR PARADISE,2738
2739,5354 NEW LAND PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5354 NEW LAND,PARADISE,,95969,5354 NEW LAND PARADISE,2739
2740,7209 SKWY #20 PARADISE CA 95969,Destroyed (>50%),,Zoe,,,7209 SKWY #20,PARADISE,,95969,7209 SKWY #20 PARADISE,2740
2741,6179 BOWLES BLVD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,6179 BOWLES BLVD,PARADISE,,95969,6179 BOWLES BLVD PARADISE,2741
2742,5455 FOSTER RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5455 FOSTER RD,PARADISE,,95969,5455 FOSTER RD PARADISE,2742
2743,5128 EDGEWOOD LN #B PARADISE CA 95969,,No data,Zoe,,,5128 EDGEWOOD LN #B,PARADISE,,95969,5128 EDGEWOOD LN #B PARADISE,2743
2744,5078 WILDERNESS WAY PARADISE CA 95969,Destroyed (>50%),Addr#2613,,,,5078 WILDERNESS WAY,PARADISE,,95969,5078 WILDERNESS WAY PARADISE,2744
2745,14769 HOLMWOOD DR MAGALIA CA 95954,,No data,Zoe,,,14769 HOLMWOOD DR,MAGALIA,,95954,14769 HOLMWOOD DR MAGALIA,2745
2746,5511 LONGVIEW DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5511 LONGVIEW DR,PARADISE,,95969,5511 LONGVIEW DR PARADISE,2746
2747,1380 ORPUT LN PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1380 ORPUT LN,PARADISE,,95969,1380 ORPUT LN PARADISE,2747
2748,1343 TAYLOR LN PARIDISE CA 95969,Destroyed (>50%),,Zoe,,,1343 TAYLOR LN,PARIDISE,,95969,1343 TAYLOR LN PARIDISE,2748
2749,1343 TAYLOR LN PARIDISE CA 95969,Destroyed (>50%),Addr#2748,,,,1343 TAYLOR LN,PARIDISE,,95969,1343 TAYLOR LN PARIDISE,2749
2750,222 REDBUD DR PARADISE CA 95969,No Visible Damage,,Zoe,,,222 REDBUD DR,PARADISE,,95969,222 REDBUD DR PARADISE,2750
2751,11735 CONCOW RD OROVILLE CA 95965,No Visible Damage,,Zoe,,,11735 CONCOW RD,OROVILLE,,95965,11735 CONCOW RD OROVILLE,2751
2752,6493 PONDEROSA WAY MAGALIA CA 95954-9442,No Visible Damage,,Zoe,,,6493 PONDEROSA WAY MAGALIA CA,9,,-9442,6493 PONDEROSA WAY MAGALIA CA 9,2752
2753,7111 CLARK RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,7111 CLARK RD,PARADISE,,95969,7111 CLARK RD PARADISE,2753
2754,1612 WALNUT LN PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1612 WALNUT LN,PARADISE,,95969,1612 WALNUT LN PARADISE,2754
2755,606 ROE RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,606 ROE RD,PARADISE,,95969,606 ROE RD PARADISE,2755
2756,11735 CONCOW RD OROVILLE CA 95965,No Visible Damage,Addr#2751,,,,11735 CONCOW RD,OROVILLE,,95965,11735 CONCOW RD OROVILLE,2756
2757,6890 SUBKE LN PARADISE CA 95969,Destroyed (>50%),,Zoe,,,6890 SUBKE LN,PARADISE,,95969,6890 SUBKE LN PARADISE,2757
2758,6890 SUBKE LN PARADISE CA 95969,Destroyed (>50%),Addr#2757,,,,6890 SUBKE LN,PARADISE,,95969,6890 SUBKE LN PARADISE,2758
2759,675 SUNSET DR PARADISE CA 95969,Destroyed (>50%),,Zoe,,,675 SUNSET DR,PARADISE,,95969,675 SUNSET DR PARADISE,2759
2760,4008 NEAL RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,4008 NEAL RD,PARADISE,,95969,4008 NEAL RD PARADISE,2760
2761,5618 SAWMILL RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,5618 SAWMILL RD,PARADISE,,95969,5618 SAWMILL RD PARADISE,2761
2762,1280 WAGSTAFF rd #31 PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1280 WAGSTAFF rd #31,PARADISE,,95969,1280 WAGSTAFF rd #31 PARADISE,2762
2763,6674 Pentz Rd #25 Paradise CA 95969,Destroyed (>50%),,Zoe,,,6674 Pentz Rd #25,Paradise,,95969,6674 Pentz Rd #25 Paradise,2763
2764,7035 PENTZ RD #21 PARADISE CA 95969,Destroyed (>50%),,Zoe,,,7035 PENTZ RD #21,PARADISE,,95969,7035 PENTZ RD #21 PARADISE,2764
2765,675 SUNSET DR PARADISE CA 95969,Destroyed (>50%),Addr#2759,,,,675 SUNSET DR,PARADISE,,95969,675 SUNSET DR PARADISE,2765
2766,675 SUNSET DR PARADISE CA 95969,Destroyed (>50%),Addr#2759,,,,675 SUNSET DR,PARADISE,,95969,675 SUNSET DR PARADISE,2766
2767,13136 SUECEASE MINE RD Oroville ca 95969,,No data,Zoe,,,13136 SUECEASE MINE RD,Oroville,,95969,13136 SUECEASE MINE RD Oroville,2767
2768,1627 EAGLET WAY PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1627 EAGLET WAY,PARADISE,,95969,1627 EAGLET WAY PARADISE,2768
2769,1134 BILLE RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1134 BILLE RD,PARADISE,,95969,1134 BILLE RD PARADISE,2769
2770,1627 EAGLET WAY PARADISE CA 95969,Destroyed (>50%),Addr#2768,,,,1627 EAGLET WAY,PARADISE,,95969,1627 EAGLET WAY PARADISE,2770
2771,1627 EAGLET WAY PARADISE CA 95969,Destroyed (>50%),Addr#2768,,,,1627 EAGLET WAY,PARADISE,,95969,1627 EAGLET WAY PARADISE,2771
2772,13567 ANDOVER DR MAGALIA CA 95954,No Visible Damage,,Zoe,,,13567 ANDOVER DR,MAGALIA,,95954,13567 ANDOVER DR MAGALIA,2772
2773,1481 RIM ROCK DR CHICO CA 95928,Destroyed (>50%),,Zoe,,,1481 RIM ROCK DR,CHICO,,95928,1481 RIM ROCK DR CHICO,2773
2774,13743 EUREKA DR MAGALIA CA 95954,Destroyed (>50%),,Zoe,,,13743 EUREKA DR,MAGALIA,,95954,13743 EUREKA DR MAGALIA,2774
2775,9289 SKWY #28 PARADISE CA 95969,Destroyed (>50%),,Zoe,,,9289 SKWY #28,PARADISE,,95969,9289 SKWY #28 PARADISE,2775
2776,4911 SKWY #B  PARADISE CA 95969,Destroyed (>50%),,Zoe,,,4911 SKWY #B ,PARADISE,,95969,4911 SKWY #B  PARADISE,2776
2777,2190 De Mille Rd Paradise Ca 95969,,No data,Zoe,,,2190 De Mille Rd,Paradise,,95969,2190 De Mille Rd Paradise,2777
2778,595 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),,Zoe,,,595 ELLIOTT RD,PARADISE,,95969,595 ELLIOTT RD PARADISE,2778
2779,1620 CYPRESS LN PARADISE CA 95967,Destroyed (>50%),,Zoe,,,1620 CYPRESS LN,PARADISE,,95967,1620 CYPRESS LN PARADISE,2779
2780,595 ELLIOTT RD PARADISE CA 95969,Destroyed (>50%),Addr#2778,,,,595 ELLIOTT RD,PARADISE,,95969,595 ELLIOTT RD PARADISE,2780
2781,1870 Vineyard dr Paradise CA 95969,No Visible Damage,,Zoe,,,1870 Vineyard dr,Paradise,,95969,1870 Vineyard dr Paradise,2781
2782,9289 SKWY #54 PARADISE CA 95969,Destroyed (>50%),,Zoe,,,9289 SKWY #54,PARADISE,,95969,9289 SKWY #54 PARADISE,2782
2783,1326 HONEY RUN RD CHICO CA 95928,Destroyed (>50%),,Zoe,,,1326 HONEY RUN RD,CHICO,,95928,1326 HONEY RUN RD CHICO,2783
2784,1851 SALIDA WAY PARADISE CA 95969,Destroyed (>50%),,Zoe,,,1851 SALIDA WAY,PARADISE,,95969,1851 SALIDA WAY PARADISE,2784
2785,5827 WILD WOOD LN #4 PARADISE CA 95969,No Visible Damage,,Zoe,,,5827 WILD WOOD LN #4,PARADISE,,95969,5827 WILD WOOD LN #4 PARADISE,2785
2786,5827 WILD WOOD LN #4 PARADISE CA 95969,No Visible Damage,Addr#2785,,,,5827 WILD WOOD LN #4,PARADISE,,95969,5827 WILD WOOD LN #4 PARADISE,2786
